Date Time,p (mbar),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),SWDR (W/m?,PAR (µmol/m?s),Tlog (degC),T (degC)
21.04.2021 02:00:00,988.44,5.68,100,9.15,9.15,0,5.78,9.26,1230.61,1.16,1.99,176.1,0,0,15.91,5.68
21.04.2021 02:10:00,988.39,5.6,100,9.1,9.1,0,5.75,9.21,1230.94,1.07,2.13,190.4,0,0,15.81,5.6
21.04.2021 02:20:00,988.38,5.29,100,8.91,8.91,0,5.63,9.01,1232.35,1.19,1.77,155.2,0,0,15.73,5.29
21.04.2021 02:30:00,988.36,4.79,100,8.6,8.6,0,5.43,8.7,1234.7,1.08,1.53,151.8,0,0,15.67,4.79
21.04.2021 02:40:00,988.41,4.33,100,8.33,8.33,0,5.26,8.43,1236.94,0.7,1.03,90.3,0,0,15.59,4.33
21.04.2021 02:50:00,988.42,4.18,100,8.24,8.24,0,5.2,8.34,1237.66,0.5,1.32,70.04,0,0,15.46,4.18
21.04.2021 03:00:00,988.43,3.78,100,8.01,8.01,0,5.06,8.1,1239.58,0.7,1.25,213.1,0,0,15.31,3.78
21.04.2021 03:10:00,988.42,3.8,100,8.02,8.02,0,5.06,8.11,1239.48,0.89,1.46,214.6,0,0,15.18,3.8
21.04.2021 03:20:00,988.36,4.23,100,8.27,8.27,0,5.22,8.37,1237.37,0.96,2.09,235.3,0,0,15.09,4.23
21.04.2021 03:30:00,988.39,4.19,100,8.25,8.25,0,5.21,8.34,1237.59,0.7,1.37,176.8,0,0,15.04,4.19
21.04.2021 03:40:00,988.44,3.72,100,7.98,7.98,0,5.04,8.07,1239.86,1.06,1.64,192.3,0,0,15.04,3.72
21.04.2021 03:50:00,988.45,3.9,100,8.08,8.08,0,5.1,8.18,1239.02,0.58,1.33,192.6,0,0,15.06,3.9
21.04.2021 04:00:00,988.45,3.98,100,8.13,8.13,0,5.13,8.22,1238.65,0.69,1.1,210.1,0,0,15.07,3.98
21.04.2021 04:10:00,988.43,3.94,100,8.1,8.1,0,5.11,8.2,1238.82,0.91,1.12,206.1,0,0,15.07,3.94
21.04.2021 04:20:00,988.37,4.09,100,8.19,8.19,0,5.17,8.28,1238.04,0.58,1.16,227.7,0,0,15.07,4.09
21.04.2021 04:30:00,988.35,4.08,100,8.18,8.18,0,5.16,8.28,1238.07,0.95,1.27,203.1,0,0,15.05,4.08
21.04.2021 04:40:00,988.32,3.67,100,7.95,7.95,0,5.02,8.04,1239.95,1.32,1.63,205.1,0,0,15.01,3.67
21.04.2021 04:50:00,988.31,3.54,100,7.88,7.88,0,4.97,7.97,1240.57,0.74,1.32,206.2,0,0,14.94,3.54
21.04.2021 05:00:00,988.3,3.65,100,7.94,7.94,0,5.01,8.03,1240.02,0.51,1.05,194.7,0,2.19,14.86,3.65
21.04.2021 05:10:00,988.33,3.6,100,7.91,7.91,0,4.99,8,1240.32,0.7,1.27,141.4,1.44,6.43,14.77,3.6
21.04.2021 05:20:00,988.32,3.33,100,7.76,7.76,0,4.9,7.85,1241.56,0.46,1.21,236.7,5.3,13.73,14.69,3.33
21.04.2021 05:30:00,988.37,3.15,100,7.66,7.66,0,4.83,7.75,1242.51,0.88,1.21,195.2,11.08,25.2,14.63,3.15
21.04.2021 05:40:00,988.39,3.04,100,7.6,7.6,0,4.8,7.69,1243.02,0.77,1.1,209,18.35,41.23,14.6,3.04
21.04.2021 05:50:00,988.44,3.2,100,7.69,7.69,0,4.85,7.78,1242.33,0.88,1.49,204.7,24.4,55.66,14.6,3.2
21.04.2021 06:00:00,988.53,3.39,100,7.8,7.8,0,4.92,7.89,1241.53,0.59,1.45,258.9,42.09,78.09,14.6,3.39
21.04.2021 06:10:00,988.6,3.61,100,7.92,7.92,0,5,8.01,1240.58,0.51,1.35,306.1,73.5,123.22,14.62,3.61
21.04.2021 06:20:00,988.7,3.93,100,8.09,8.09,0,5.11,8.19,1239.22,0.45,0.85,261.2,115.27,190.9,14.68,3.93
21.04.2021 06:30:00,988.78,4.43,100,8.39,8.39,0,5.29,8.48,1236.92,0.52,1.11,205.9,149.92,256.54,14.81,4.43
21.04.2021 06:40:00,988.76,5.03,100,8.74,8.74,0,5.52,8.84,1234.09,0.7,1.61,184.4,163.14,299.53,15.02,5.03
21.04.2021 06:50:00,988.78,5.31,100,8.92,8.92,0,5.63,9.02,1232.76,0.49,0.94,170.6,191.38,337.64,15.28,5.31
21.04.2021 07:00:00,988.84,5.58,99.3,9.15,9.09,0.06,5.74,9.19,1231.14,0.63,1.52,169.6,221.31,394.88,15.6,5.68
21.04.2021 07:10:00,988.81,5.17,94.5,9.35,8.83,0.51,5.57,8.93,1229.89,0.75,1.41,186.8,238.51,437.16,15.98,5.98
21.04.2021 07:20:00,988.82,5.09,92.6,9.48,8.78,0.7,5.54,8.88,1229,0.81,1.27,151.8,272.36,494.43,16.42,6.19
21.04.2021 07:30:00,988.79,5.27,92.1,9.66,8.9,0.76,5.61,9,1227.74,0.96,1.84,187.2,305.78,549.97,16.93,6.46
21.04.2021 07:40:00,988.79,5.27,88.6,10.04,8.9,1.14,5.62,9,1225.27,1.09,1.62,146.8,338.31,608.12,17.54,7.02
21.04.2021 07:50:00,988.8,5.47,88.1,10.24,9.02,1.22,5.69,9.12,1224,0.92,1.61,123.3,367.47,657.47,18.21,7.3
21.04.2021 08:00:00,988.79,5.7,84.8,10.81,9.17,1.64,5.79,9.27,1220.44,0.91,1.8,164.4,391.72,253.98,18.93,8.1
21.04.2021 08:10:00,988.82,5.81,81.6,11.32,9.23,2.08,5.83,9.34,1217.54,0.93,1.55,134.6,421.93,764.54,19.7,8.77
21.04.2021 08:20:00,988.83,6.01,78.87,11.87,9.36,2.51,5.91,9.47,1214.44,0.93,1.7,124.8,449.77,817.17,20.47,9.48
21.04.2021 08:30:00,988.84,6.1,76.42,12.34,9.43,2.91,5.95,9.53,1211.98,1.12,1.76,138.7,475.44,866.12,21.2,10.05
21.04.2021 08:40:00,988.89,6.02,76.5,12.25,9.37,2.88,5.92,9.48,1212.49,1.18,1.9,116.3,503.27,918.29,21.91,9.95
21.04.2021 08:50:00,988.88,6.19,77.13,12.29,9.48,2.81,5.99,9.59,1212.21,1.17,2.08,74.83,527.03,964.27,22.58,10
21.04.2021 09:00:00,988.84,6.49,74.9,12.93,9.68,3.24,6.11,9.79,1208.87,1.24,2.3,108.2,550.37,1011.66,23.19,10.75
21.04.2021 09:10:00,988.86,6.49,73.82,13.12,9.68,3.43,6.11,9.79,1207.96,1.19,2.12,85.6,572.53,1055.57,23.77,10.97
21.04.2021 09:20:00,988.84,6.72,73.57,13.37,9.84,3.53,6.21,9.95,1206.63,1.67,2.72,67,594.92,1100.62,24.3,11.26
21.04.2021 09:30:00,988.79,6.66,72.02,13.61,9.8,3.81,6.19,9.91,1205.48,2,2.93,71.13,615.57,1141.26,24.75,11.52
21.04.2021 09:40:00,988.75,6.46,68.55,14.09,9.66,4.43,6.1,9.77,1203.26,2.64,6.97,47.26,632.43,1172.62,25.1,12.05
21.04.2021 09:50:00,988.82,6.38,65.1,14.75,9.61,5.15,6.06,9.71,1200.42,1.43,2.76,331.9,616.68,1145.5,25.35,12.75
21.04.2021 10:00:00,988.91,6.02,62.69,14.95,9.37,5.58,5.92,9.48,1199.8,2.32,5.31,342.3,675.3,1260.24,25.55,12.95
21.04.2021 10:10:00,988.98,5.61,60.85,14.97,9.11,5.86,5.75,9.21,1199.92,1.96,3.77,22.8,684.48,1275.59,25.75,12.97
21.04.2021 10:20:00,988.96,5.66,60.58,15.09,9.14,5.95,5.77,9.24,1199.38,2.49,5.42,14.45,657.17,1225.55,25.86,13.09
21.04.2021 10:30:00,989.01,5.47,57.84,15.6,9.02,6.58,5.69,9.12,1197.36,1.73,3.99,266.7,724.45,1355.5,25.89,13.6
21.04.2021 10:40:00,988.99,4.81,55.51,15.52,8.61,6.9,5.43,8.71,1197.86,1.75,3.09,337,740.3,1388.27,25.98,13.52
21.04.2021 10:50:00,988.95,5.19,54.7,16.18,8.85,7.33,5.58,8.95,1195.04,1.16,3.18,294,757.85,1426.08,26.13,14.16
21.04.2021 11:00:00,988.92,4.03,50.08,16.28,8.15,8.13,5.14,8.24,1194.9,2.09,4.15,269.4,802.11,1506.13,26.34,14.26
21.04.2021 11:10:00,988.86,3.75,49.3,16.22,8,8.22,5.04,8.09,1195.15,1.83,4.68,307.6,802.91,1507.14,26.56,14.2
21.04.2021 11:20:00,988.79,2.39,44.37,16.35,7.26,9.1,4.58,7.34,1194.87,2.6,5.85,281,822.44,1544.8,26.74,14.33
21.04.2021 11:30:00,988.78,1.53,41.88,16.29,6.82,9.47,4.3,6.9,1195.3,2.05,3.92,289.3,816.62,1534.57,26.86,14.27
21.04.2021 11:40:00,988.67,1.64,41.74,16.48,6.88,9.6,4.34,6.96,1194.39,3.22,6.08,13.39,812.82,1531.33,26.91,14.45
21.04.2021 11:50:00,988.67,1.94,43.37,16.21,7.03,9.18,4.43,7.11,1195.41,2.97,5.33,15.75,810.28,1527.46,26.87,14.19
21.04.2021 12:00:00,988.58,2.98,45.64,16.59,7.57,9.02,4.78,7.66,1193.55,2.26,4.13,46.76,821.45,1553.18,26.69,14.55
21.04.2021 12:10:00,988.56,2.91,44.58,16.89,7.53,9.36,4.75,7.62,1192.39,2.23,4.95,302.9,793.75,1507.95,26.55,14.83
21.04.2021 12:20:00,988.51,2.66,43.96,16.83,7.4,9.43,4.67,7.48,1192.64,1.88,4.05,281.3,699.78,1326.92,26.53,14.77
21.04.2021 12:30:00,988.5,2.85,44.53,16.85,7.5,9.35,4.73,7.59,1192.49,2.27,5.25,336.3,665.81,1294.21,26.58,14.79
21.04.2021 12:40:00,988.49,1.98,42.66,16.53,7.05,9.48,4.45,7.13,1193.93,3.55,6.05,22.54,502.87,965.9,26.62,14.49
21.04.2021 12:50:00,988.4,1.84,42.32,16.49,6.98,9.51,4.4,7.06,1193.98,2.53,4.49,301,746.16,1426.76,26.49,14.46
21.04.2021 13:00:00,988.34,1.49,39.07,17.41,6.8,10.61,4.29,6.88,1190.51,2.11,4.53,335.5,801.17,1512.92,26.35,15.3
21.04.2021 13:10:00,988.28,0.93,37.26,17.53,6.53,11,4.12,6.61,1190.11,2.96,5.47,268,803.53,1513.92,26.38,15.41
21.04.2021 13:20:00,988.18,0.73,36.35,17.72,6.44,11.28,4.06,6.52,1189.37,2.34,4.65,253.4,799.82,1504.28,26.53,15.57
21.04.2021 13:30:00,988.05,1.51,38.16,17.85,6.81,11.04,4.3,6.89,1188.55,2.27,4.99,9.87,789.65,1486.05,26.77,15.69
21.04.2021 13:40:00,987.91,1.45,38.02,17.84,6.78,11.06,4.28,6.87,1188.44,2.45,6.76,226.1,774.53,1452.25,27.05,15.68
21.04.2021 13:50:00,987.8,1.69,38.58,17.9,6.91,10.99,4.36,6.99,1188.04,2.6,5.71,28.21,755.18,1412.19,27.31,15.73
21.04.2021 14:00:00,987.71,1.52,38.84,17.56,6.82,10.74,4.31,6.9,1189.21,2.87,5.82,16.44,742.78,1392.99,27.49,15.43
21.04.2021 14:10:00,987.65,1.78,39.28,17.68,6.95,10.74,4.39,7.03,1188.62,2.62,7.04,8.25,720.24,1353.59,27.52,15.54
21.04.2021 14:20:00,987.66,1.24,37.77,17.69,6.68,11.01,4.22,6.77,1188.71,2.03,5.3,9.41,735.4,1380.61,27.49,15.55
21.04.2021 14:30:00,987.55,1.12,36.18,18.32,6.63,11.69,4.18,6.71,1186.39,2.61,5.41,50.09,714.8,1338.65,27.46,16.09
21.04.2021 14:40:00,987.57,0.29,34.31,18.19,6.24,11.95,3.94,6.32,1187.04,2.73,6.27,311.6,675.76,1266.47,27.51,15.98
21.04.2021 14:50:00,987.52,-0.19,32.92,18.29,6.02,12.27,3.8,6.1,1186.71,2.82,6.75,255.3,654.05,1224.92,27.57,16.07
21.04.2021 15:00:00,987.49,-0.89,31.18,18.35,5.72,12.63,3.61,5.79,1186.61,2.36,4.62,284.6,633.32,1186.82,27.65,16.12
21.04.2021 15:10:00,987.39,-1.01,30.79,18.42,5.67,12.75,3.58,5.74,1186.26,1.83,4.12,278.2,612.21,1147,27.77,16.18
21.04.2021 15:20:00,987.35,-0.77,30.74,18.78,5.77,13,3.64,5.85,1184.94,1.5,3.74,291.4,581.76,1089.58,27.93,16.48
21.04.2021 15:30:00,987.3,-0.94,30.56,18.66,5.7,12.96,3.6,5.77,1185.32,2.37,6.54,283.4,564.82,1055.09,28.13,16.38
21.04.2021 15:40:00,987.29,-0.47,31.95,18.47,5.9,12.57,3.73,5.98,1185.87,2.18,4.49,325,541.92,1010.25,28.31,16.22
21.04.2021 15:50:00,987.29,-0.64,31.96,18.23,5.83,12.41,3.68,5.9,1186.73,2.98,5.44,299.2,516.83,961.73,28.39,16.02
21.04.2021 16:00:00,987.34,-0.35,32.66,18.23,5.96,12.28,3.76,6.03,1186.73,2.56,4.62,292.1,490.77,910.66,28.37,16.02
21.04.2021 16:10:00,987.26,-0.16,32.97,18.32,6.04,12.28,3.81,6.12,1186.31,2.35,5.4,328.8,460.55,852.26,28.29,16.09
21.04.2021 16:20:00,987.27,0.05,32.56,18.82,6.13,12.7,3.87,6.21,1184.52,1.68,5.12,297.5,436.56,809.44,28.18,16.52
21.04.2021 16:30:00,987.3,-0.12,32.23,18.79,6.06,12.73,3.82,6.13,1184.71,2.3,4.07,285.1,406.46,750.16,28.13,16.49
21.04.2021 16:40:00,987.21,-0.23,32.38,18.55,6.01,12.54,3.79,6.08,1185.44,1.8,3.99,323.9,379.72,701.68,28.14,16.29
21.04.2021 16:50:00,987.14,-0.14,32.44,18.63,6.04,12.59,3.82,6.12,1185.05,1.37,3.35,258.5,259.71,496.47,28.15,16.36
21.04.2021 17:00:00,987.15,-0.48,31.84,18.53,5.9,12.63,3.73,5.98,1185.5,1.82,4.9,321.6,305.62,567.31,28.19,16.27
21.04.2021 17:10:00,987.11,-0.53,31.43,18.69,5.88,12.82,3.71,5.95,1184.89,1.9,4.02,281.3,269.74,501.65,28.16,16.41
21.04.2021 17:20:00,987.04,-0.22,32.25,18.63,6.01,12.62,3.8,6.09,1184.95,1.84,4.9,309.9,259.95,477.84,28.08,16.36
21.04.2021 17:30:00,987.03,-0.02,32.33,18.86,6.1,12.76,3.85,6.18,1184.12,1.25,2.44,297.3,233.38,430.67,27.97,16.55
21.04.2021 17:40:00,987.07,-0.07,32.54,18.68,6.08,12.6,3.84,6.16,1184.79,2.09,4.3,306.8,169.6,318.29,27.88,16.4
21.04.2021 17:50:00,987.08,0.26,33.89,18.36,6.22,12.14,3.93,6.3,1185.84,0.99,2.34,263.1,128.69,247.73,27.73,16.13
21.04.2021 18:00:00,987.11,0.52,34.7,18.28,6.34,11.94,4.01,6.43,1186.11,1.48,3.71,277.4,131.71,245,27.51,16.06
21.04.2021 18:10:00,987.1,0.63,35.5,18.01,6.39,11.62,4.04,6.48,1187.02,1.43,3.29,295.7,114.84,217.25,27.24,15.83
21.04.2021 18:20:00,987.13,0.76,36.54,17.67,6.46,11.21,4.08,6.54,1188.26,1.37,3.04,292.8,62.28,145.37,26.92,15.53
21.04.2021 18:30:00,987.14,0.99,37.9,17.32,6.57,10.76,4.15,6.65,1189.5,0.79,1.99,237.7,43.97,110.88,26.55,15.22
21.04.2021 18:40:00,987.17,0.85,38.09,17.06,6.5,10.56,4.1,6.58,1190.56,1.19,2.81,304,32.25,84.02,26.17,14.98
21.04.2021 18:50:00,987.28,0.76,38.35,16.83,6.45,10.37,4.08,6.54,1191.58,1.18,2.58,273.4,22.76,61.63,25.77,14.77
21.04.2021 19:00:00,987.38,0.87,39.31,16.55,6.5,10.04,4.11,6.59,1192.75,1.1,2.34,266.6,14.35,41.92,25.36,14.51
21.04.2021 19:10:00,987.49,1.06,40.52,16.28,6.6,9.68,4.17,6.68,1193.88,1.21,2.09,275.8,7.51,25.28,24.95,14.26
21.04.2021 19:20:00,987.6,1.22,41.67,16.02,6.68,9.34,4.21,6.76,1195.02,1.19,2.21,265.7,1.68,12.18,24.56,14.01
21.04.2021 19:30:00,987.76,1.48,43.13,15.76,6.8,8.96,4.29,6.88,1196.2,1.11,1.96,254.4,0,4.25,24.18,13.76
21.04.2021 19:40:00,987.93,1.79,45.14,15.41,6.95,8.45,4.39,7.04,1197.8,0.85,1.78,233.2,0,0,23.82,13.41
21.04.2021 19:50:00,988.08,1.93,46.32,15.17,7.02,8.14,4.43,7.11,1198.95,1.44,2.65,244.5,0,0,23.49,13.17
21.04.2021 20:00:00,988.21,2.12,47.41,15.02,7.12,7.9,4.49,7.2,1199.69,0.66,1.45,251.6,0,0,23.21,13.02
21.04.2021 20:10:00,988.35,2.19,48.03,14.9,7.16,7.74,4.52,7.24,1200.35,0.77,1.65,256.5,0,0,22.97,12.9
21.04.2021 20:20:00,988.47,2.14,47.78,14.92,7.13,7.79,4.5,7.21,1200.42,0.69,1.56,20.72,0,0,22.77,12.92
21.04.2021 20:30:00,988.68,2.18,48.1,14.86,7.15,7.71,4.51,7.23,1200.92,1.18,2.19,14.03,0,0,22.6,12.86
21.04.2021 20:40:00,988.77,2.33,49.24,14.68,7.23,7.45,4.56,7.31,1201.79,0.69,2.11,38.52,0,0,22.43,12.67
21.04.2021 20:50:00,988.94,2.51,50.87,14.39,7.32,7.07,4.62,7.4,1203.22,1.66,2.76,31.02,0,0,22.26,12.37
21.04.2021 21:00:00,989.11,2.96,53.66,14.09,7.56,6.53,4.77,7.64,1204.67,3.68,6.49,22.76,0,0,22.06,12.05
21.04.2021 21:10:00,989.2,3.59,57.64,13.71,7.9,5.81,4.99,7.99,1206.35,3.62,7.26,20.38,0,0,21.76,11.64
21.04.2021 21:20:00,989.39,4.12,61,13.45,8.21,5.25,5.18,8.29,1207.68,3,5.14,25.24,0,0,21.37,11.35
21.04.2021 21:30:00,989.65,4.39,63.43,13.19,8.36,4.82,5.27,8.45,1209.2,1.26,3.55,38.19,0,0,20.98,11.05
21.04.2021 21:40:00,989.79,4.1,63.77,12.85,8.19,4.66,5.17,8.28,1211.11,3.76,6.21,22.1,0,0,20.67,10.66
21.04.2021 21:50:00,989.95,3.84,64.53,12.47,8.05,4.42,5.07,8.13,1213.3,3.23,6.58,19.51,0,0,20.37,10.21
21.04.2021 22:00:00,990.09,3.85,65.75,12.24,8.05,4.19,5.07,8.13,1214.63,2.36,4.76,25.86,0,0,20.02,9.94
21.04.2021 22:10:00,990.19,3.75,66.44,12.03,7.99,4.04,5.04,8.07,1215.89,2.71,6.17,30.1,0,0,19.72,9.68
21.04.2021 22:20:00,990.37,3.35,65.78,11.82,7.77,4.04,4.9,7.85,1217.38,3.16,5.01,18.31,0,0,19.44,9.41
21.04.2021 22:30:00,990.51,3.29,66.54,11.63,7.74,3.89,4.88,7.82,1218.56,2.75,4.84,22.91,0,0,19.16,9.18
21.04.2021 22:40:00,990.7,3.26,67.07,11.52,7.72,3.79,4.86,7.8,1219.45,2.24,3.97,12.21,0,0,18.9,9.03
21.04.2021 22:50:00,990.88,3.08,66.94,11.39,7.63,3.77,4.8,7.7,1220.41,2.65,4.66,19.93,0,0,18.66,8.87
21.04.2021 23:00:00,990.9,2.73,66.31,11.22,7.44,3.78,4.68,7.51,1221.52,2.27,4.55,24.83,0,0,18.44,8.64
21.04.2021 23:10:00,990.92,1.93,63.71,11.02,7.02,4,4.42,7.09,1222.86,3.6,6.19,21.5,0,0,18.22,8.38
21.04.2021 23:20:00,991.05,1.05,60.8,10.84,6.59,4.25,4.15,6.65,1224.27,2.83,6.63,21.05,0,0,17.96,8.14
21.04.2021 23:30:00,991.29,0.4,58.9,10.67,6.29,4.39,3.95,6.34,1225.71,2.2,5.07,17.81,0,0,17.69,7.91
21.04.2021 23:40:00,991.46,0.01,58.11,10.52,6.11,4.41,3.84,6.17,1226.92,2.86,5.49,21.41,0,0,17.46,7.7
21.04.2021 23:50:00,991.63,0,58.7,10.41,6.11,4.3,3.84,6.16,1227.82,2.47,4.74,28.75,0,0,17.25,7.54
22.04.2021 00:00:00,991.82,-0.1,59.16,10.25,6.06,4.19,3.81,6.11,1229.05,2.55,5.43,18.39,0,0,17.07,7.32
22.04.2021 00:10:00,991.92,-0.16,59.62,10.13,6.04,4.09,3.79,6.09,1229.97,1.95,4.32,18.05,0,0,16.88,7.14
22.04.2021 00:20:00,991.98,-0.18,60.07,10.03,6.03,4.01,3.79,6.08,1230.63,2.12,4.07,18.54,0,0,16.7,7.01
22.04.2021 00:30:00,992.06,-0.36,59.6,9.98,5.95,4.03,3.74,6,1231.09,1.57,4.31,18.4,0,0,16.56,6.94
22.04.2021 00:40:00,992.08,-0.56,59.59,9.84,5.86,3.98,3.68,5.91,1232.09,2.96,4.97,19.58,0,0,16.47,6.72
22.04.2021 00:50:00,992.15,-0.68,59.97,9.69,5.81,3.88,3.65,5.86,1233.18,2.42,4.81,19.57,0,0,16.34,6.5
22.04.2021 01:00:00,992.23,-0.76,60.45,9.56,5.78,3.78,3.63,5.82,1234.18,1.73,3.68,14.12,0,0,16.17,6.3
22.04.2021 01:10:00,992.33,-0.86,60.6,9.46,5.73,3.73,3.6,5.78,1234.97,1.56,3.77,350.5,0,0,16.03,6.16
22.04.2021 01:20:00,992.46,-0.99,61.22,9.28,5.68,3.6,3.57,5.72,1236.4,1.89,3.9,5.27,0,0,15.94,5.88
22.04.2021 01:30:00,992.58,-1,61.97,9.16,5.68,3.48,3.56,5.72,1237.38,1.49,3.42,4.48,0,0,15.82,5.69
22.04.2021 01:40:00,992.63,-1.11,62.52,9.01,5.63,3.38,3.54,5.67,1238.53,1.79,4.09,21.39,0,0,15.69,5.45
22.04.2021 01:50:00,992.72,-1.15,63.85,8.79,5.61,3.18,3.53,5.66,1240.18,2.04,3.41,20.15,0,0,15.52,5.1
22.04.2021 02:00:00,992.82,-1.26,64.74,8.6,5.57,3.03,3.5,5.61,1241.74,1.79,4.44,12.33,0,0,15.27,4.79
22.04.2021 02:10:00,992.97,-1.52,64.62,8.46,5.46,2.99,3.43,5.5,1243.06,0.95,3.11,306.1,0,0,14.98,4.55
22.04.2021 02:20:00,993.09,-1.91,63.79,8.32,5.31,3.01,3.33,5.34,1244.31,0.7,1.86,275.3,0,0,14.71,4.32
22.04.2021 02:30:00,993.2,-2.2,63.94,8.12,5.19,2.93,3.26,5.23,1246.05,0.98,4.06,286.7,0,0,14.48,3.97
22.04.2021 02:40:00,993.28,-2.34,64.3,8,5.14,2.85,3.23,5.18,1247.16,0.86,2.48,245.3,0,0,14.27,3.75
22.04.2021 02:50:00,993.34,-2.32,65.44,7.87,5.15,2.72,3.23,5.18,1248.25,1.14,2.09,257.3,0,0,14.09,3.53
22.04.2021 03:00:00,993.38,-2.34,66.03,7.78,5.14,2.64,3.22,5.17,1248.99,1.08,2.08,287.2,0,0,13.94,3.37
22.04.2021 03:10:00,993.41,-2.26,67.62,7.65,5.17,2.48,3.25,5.21,1250.13,0.88,2.05,260,0,0,13.8,3.13
22.04.2021 03:20:00,993.43,-2.26,68.98,7.5,5.17,2.33,3.24,5.2,1251.45,1.25,2.46,248.5,0,0,13.65,2.84
22.04.2021 03:30:00,993.4,-2.23,70.46,7.36,5.18,2.17,3.25,5.22,1252.6,1.63,2.54,253.5,0,0,13.51,2.58
22.04.2021 03:40:00,993.48,-2.21,71.57,7.25,5.19,2.06,3.26,5.22,1253.62,1.34,2.57,264.8,0,0,13.34,2.38
22.04.2021 03:50:00,993.53,-2.18,72.44,7.18,5.2,1.98,3.26,5.24,1254.29,1.75,2.8,260,0,0,13.16,2.24
22.04.2021 04:00:00,993.54,-2.13,73.75,7.08,5.22,1.86,3.27,5.25,1255.21,1.8,3.05,245,0,0,12.97,2.04
22.04.2021 04:10:00,993.53,-2.21,74.1,7.01,5.19,1.81,3.26,5.23,1255.87,2.07,3.1,250.7,0,0,12.77,1.9
22.04.2021 04:20:00,993.52,-2.36,73.09,7.03,5.13,1.89,3.22,5.17,1255.72,1.38,2.42,251.4,0,0,12.57,1.93
22.04.2021 04:30:00,993.49,-2.47,71.98,7.07,5.09,1.98,3.19,5.13,1255.25,1.27,2.31,247.5,0,0,12.39,2.03
22.04.2021 04:40:00,993.62,-2.39,72.9,7.03,5.12,1.9,3.21,5.16,1255.83,1.57,2.43,250.4,0,0,12.24,1.94
22.04.2021 04:50:00,993.69,-2.2,74.38,6.98,5.19,1.79,3.26,5.23,1256.29,1.83,2.88,258.7,0,0,12.1,1.85
22.04.2021 05:00:00,993.8,-1.89,76.79,6.92,5.32,1.61,3.33,5.35,1256.9,1.54,2.78,250.2,0,3.92,11.97,1.73
22.04.2021 05:10:00,993.82,-1.62,79.83,6.79,5.42,1.37,3.4,5.46,1258.1,2.64,3.28,247.9,2.49,8.7,11.84,1.47
22.04.2021 05:20:00,993.81,-1.66,79.71,6.78,5.41,1.38,3.39,5.44,1258.17,2.64,3.11,246.5,7.45,16.46,11.7,1.45
22.04.2021 05:30:00,993.89,-1.71,79.29,6.79,5.39,1.41,3.38,5.42,1258.21,2.48,3.09,246.9,18.08,29.52,11.55,1.47
22.04.2021 05:40:00,993.96,-1.73,78.56,6.84,5.38,1.47,3.37,5.41,1257.81,2.54,3.17,247.6,38.3,62.71,11.41,1.57
22.04.2021 05:50:00,994.04,-1.74,78.19,6.87,5.37,1.5,3.37,5.41,1257.65,2.39,3.1,244.6,48.92,84.67,11.31,1.63
22.04.2021 06:00:00,994.18,-1.73,77.41,6.95,5.38,1.57,3.37,5.41,1257.11,2.21,2.77,245.5,67.04,114.88,11.26,1.79
22.04.2021 06:10:00,994.27,-1.74,75.98,7.07,5.38,1.7,3.37,5.41,1256.1,1.88,2.91,257.7,63.55,120.95,11.26,2.03
22.04.2021 06:20:00,994.35,-1.72,75.59,7.12,5.38,1.74,3.37,5.41,1255.8,1.39,2.24,243,60.97,125.57,11.32,2.12
22.04.2021 06:30:00,994.4,-1.69,75.62,7.13,5.39,1.74,3.38,5.43,1255.72,1.61,2.34,243.2,108.59,204.1,11.4,2.15
22.04.2021 06:40:00,994.45,-1.55,74.29,7.34,5.45,1.89,3.42,5.48,1253.96,1.38,2.37,234.5,157.7,284.34,11.52,2.54
22.04.2021 06:50:00,994.45,-1.42,71.98,7.64,5.5,2.14,3.45,5.53,1251.34,1.42,2.51,240.2,197.32,354.01,11.73,3.12
22.04.2021 07:00:00,994.5,-1.4,68.41,8.06,5.51,2.55,3.45,5.54,1248.03,1.08,1.88,186.1,221.05,396.22,12.06,3.86
22.04.2021 07:10:00,994.56,-1.58,66.48,8.18,5.44,2.74,3.41,5.47,1247.15,1.78,3.49,267.6,265.5,471.52,12.51,4.08
22.04.2021 07:20:00,994.63,-1.57,64.68,8.42,5.44,2.97,3.41,5.47,1245.44,1.3,3.62,259.1,296.79,527.23,13.03,4.48
22.04.2021 07:30:00,994.67,-1.75,63.78,8.42,5.37,3.05,3.37,5.4,1245.5,2.63,4.9,275.3,298.98,535.05,13.61,4.49
22.04.2021 07:40:00,994.78,-1.79,63.86,8.39,5.36,3.03,3.36,5.38,1245.9,2.34,4.49,290.7,350.75,624.47,14.14,4.43
22.04.2021 07:50:00,994.86,-1.69,61.28,8.8,5.39,3.41,3.38,5.42,1242.91,1.54,4.88,255.1,389.64,697.51,14.65,5.12
22.04.2021 08:00:00,994.94,-2.12,58.57,8.92,5.23,3.7,3.27,5.25,1242.19,1.59,3.41,294.4,413.1,742.52,15.29,5.32
22.04.2021 08:10:00,994.98,-2.16,57.83,9.01,5.21,3.8,3.26,5.24,1241.63,2.35,5.34,286.2,440.15,794.78,15.98,5.46
